Year,Month,Day,DOY,temp.s,temp.up,temp.m,temp.b,Depth,depth0.5,depth1.5,depth2.5,temp.avg
2020,1,1,1,-0.81427704,2.621380875,8.45,9.435656229,0.699092072,0.5,0.699092072,0.699092072,8.51948857
2020,1,2,2,-0.238957749,3.391263698,8.41,9.371678646,0.734897698,0.5,0.734897698,0.734897698,8.990427544
2020,1,3,3,2.400490465,2.767168708,8.19,9.409033385,0.770703325,0.5,0.770703325,0.770703325,9.844967772
2020,1,4,4,-0.037860308,2.514556583,8.27,9.40851576,0.806508951,0.5,0.806508951,0.806508951,9.995596414
2020,1,5,5,-7.437671021,2.903291948,8.46,9.43075726,0.842314578,0.5,0.842314578,0.842314578,9.816961567
2020,1,6,6,-7.280440219,2.801693938,8.57,9.473695792,0.878120205,0.5,0.878120205,0.878120205,9.805289717
2020,1,7,7,-2.773527041,3.041772667,8.62,9.474510958,0.913925831,0.5,0.913925831,0.913925831,10.2177535
2020,1,8,8,-6.157342365,3.424121938,8.41,9.380701313,0.949731458,0.5,0.949731458,0.949731458,10.50957518
2020,1,9,9,-13.10199739,3.499500271,8.04,9.235549781,0.985537084,0.5,0.985537084,0.985537084,10.47237307
2020,1,10,10,-0.552426826,3.266865031,7.78,9.139108563,1.021342711,0.5,1.021342711,1.021342711,10.68479167
2020,1,11,11,2.64805764,3.001172125,7.60,8.93617176,1.057148338,0.5,1.057148338,1.057148338,11.008125
2020,1,12,12,-6.869399375,2.627360083,7.45,8.923104417,1.092953964,0.5,1.092953964,1.092953964,9.734375
2020,1,13,13,-7.732051667,3.510353292,7.60,8.956961688,1.128759591,0.5,1.128759591,1.128759591,9.625208333
2020,1,14,14,-6.516111365,3.437210719,7.30,8.976696438,1.164565217,0.5,1.164565217,1.164565217,10.28208333
2020,1,15,15,-1.886629954,3.395335073,7.27,8.959048792,1.200370844,0.5,1.200370844,1.200370844,9.487291667
2020,1,16,16,-5.417155267,3.71078624,7.51,8.953390635,1.236176471,0.5,1.236176471,1.236176471,10.23541667
2020,1,17,17,-18.49372073,3.964411958,7.60,8.959253896,1.271982097,0.5,1.271982097,1.271982097,10.31354167
2020,1,18,18,-15.5624875,4.928483844,7.63,8.978571427,1.307787724,0.5,1.307787724,1.307787724,9.728541667
2020,1,19,19,-12.18436549,4.730637802,7.66,8.934663958,1.34359335,0.5,1.34359335,1.34359335,9.998333333
2020,1,20,20,-16.34420409,4.770350573,7.40,8.987384396,1.379398977,0.5,1.379398977,1.379398977,9.719375
2020,1,21,21,-12.16328628,4.401937021,7.21,8.97214576,1.415204604,0.5,1.415204604,1.415204604,10.21895833
2020,1,22,22,-3.496646182,3.783166656,6.96,8.848811521,1.45101023,0.5,1.45101023,1.45101023,11.04395833
2020,1,23,23,-2.227459385,3.100427521,5.77,6.599121396,1.486815857,0.5,1.486505754,1.486815857,10.64395833
2020,1,24,24,-1.388384001,1.380783138,3.72,4.94055226,1.522621483,0.5,1.5,1.522621483,10.3704751
2020,1,25,25,-0.803299015,-0.724927051,1.76,5.357553813,1.55842711,0.5,1.5,1.55842711,10.97040316
2020,1,26,26,0.305217822,-0.727913123,2.64,5.553210823,1.594232737,0.5,1.5,1.594232737,11.58491457
2020,1,27,27,0.185622806,-0.704942997,6.01,6.124832208,1.630038363,0.5,1.5,1.630038363,11.87394517
2020,1,28,28,-3.631822563,-0.680066514,7.09,6.73029849,1.66584399,0.5,1.5,1.66584399,11.87721089
2020,1,29,29,-9.573465573,-0.698440321,7.60,7.178862198,1.701649616,0.5,1.5,1.701649616,11.87231881
2020,1,30,30,-10.32507673,-0.916915822,7.52,7.47012501,1.737455243,0.5,1.5,1.737455243,12.07357826
2020,1,31,31,-9.964309948,-1.458748542,7.42,7.65591126,1.77326087,0.5,1.5,1.77326087,11.96148035
2020,2,1,32,-6.566550298,-1.514818979,7.43,7.773653563,1.809066496,0.5,1.5,1.809066496,12.35829078
2020,2,2,33,-3.803867867,-1.429239552,6.78,7.858092958,1.844872123,0.5,1.5,1.844872123,12.93321183
2020,2,3,34,-1.866265146,-1.318029135,6.20,7.818432646,1.880677749,0.5,1.5,1.880677749,12.68335041
2020,2,4,35,-1.608739113,-1.213527823,6.06,7.70936874,1.916483376,0.5,1.5,1.916483376,12.65762288
2020,2,5,36,-6.62256499,-1.20212975,6.20,7.710974635,1.952289003,0.5,1.5,1.952289003,12.78205903
2020,2,6,37,-6.76247176,-1.473443,6.51,7.779208708,1.988094629,0.5,1.5,1.988094629,12.97258411
2020,2,7,38,-7.888574167,-1.409398135,6.68,7.844182375,2.023900256,0.5,1.5,2.023900256,12.747
2020,2,8,39,-19.08453698,-1.13525725,6.78,7.875328385,2.059705882,0.5,1.5,2.059705882,13.04725
2020,2,9,40,-17.26171133,-0.982701593,6.86,7.900678875,2.095511509,0.5,1.5,2.095511509,13.29575
2020,2,10,41,-6.420890902,-0.88210121,7.01,7.89930501,2.131317136,0.5,1.5,2.131317136,13.4375
2020,2,11,42,-3.749703684,-0.777802534,6.89,7.882282146,2.167122762,0.5,1.5,2.167122762,13.43575
2020,2,12,43,-2.516069468,-0.677716066,6.55,7.862826635,2.202928389,0.5,1.5,2.202928389,13.663
2020,2,13,44,-7.842567444,-0.593344122,6.50,7.825070396,2.238734015,0.5,1.5,2.238734015,13.88925
2020,2,14,45,-19.91971969,-0.552610465,6.70,7.826922188,2.274539642,0.5,1.5,2.274539642,13.9555
2020,2,15,46,-9.379451875,-0.520948118,6.72,7.82674149,2.310345269,0.5,1.5,2.310345269,14.1805
2020,2,16,47,-0.239255413,-0.500217131,6.65,7.8252585,2.346150895,0.5,1.5,2.346150895,14.44625
2020,2,17,48,-8.432792324,-0.491592282,6.53,7.815984969,2.381956522,0.5,1.5,2.381956522,14.441
2020,2,18,49,-5.174747499,-0.492437364,6.30,7.793385573,2.415355092,0.5,1.5,2.415355092,14.85325
2020,2,19,50,-7.325279828,-0.485623716,6.50,7.803525729,2.429497207,0.5,1.5,2.429497207,15.4995
2020,2,20,51,-14.87822836,-0.475759549,6.60,7.842556156,2.439627561,0.5,1.5,2.439627561,15.9715
2020,2,21,52,-9.461289865,-0.467644578,6.57,7.871548781,2.449757914,0.5,1.5,2.449757914,16.166
2020,2,22,53,-2.089525277,-0.453663629,6.50,7.874670156,2.459888268,0.5,1.5,2.459888268,16.278
2020,2,23,54,-0.625714095,-0.429019733,6.43,7.869602063,2.470018622,0.5,1.5,2.470018622,16.58725
2020,2,24,55,2.309126095,-0.376769746,6.16,7.853449156,2.480148976,0.5,1.5,2.480148976,17.03675
2020,2,25,56,2.552261928,-0.079319764,5.81,7.862902792,2.49027933,0.5,1.5,2.49027933,17.38525
2020,2,26,57,-0.681978019,0.469340476,5.80,7.904423979,2.500409683,0.5,1.5,2.498938547,17.78152359
2020,2,27,58,-2.951407429,0.992577802,6.04,7.958444365,2.510540037,0.5,1.5,2.5,18.10618795
2020,2,28,59,-9.716236917,2.058626677,6.54,8.023859323,2.520670391,0.5,1.5,2.5,18.56480995
2020,2,29,36,-13.99546655,2.150565083,6.67,8.081673083,2.530800745,0.5,1.5,2.5,18.87042865
2020,3,1,61,-7.818011829,2.090880094,6.72,8.131469823,2.540931099,0.5,1.5,2.5,18.6366075
2020,3,2,62,-0.572884444,2.481414198,6.51,8.170443052,2.551061453,0.5,1.5,2.5,18.40642574
2020,3,3,63,0.153346018,2.582714458,6.50,8.146772833,2.561191806,0.5,1.5,2.5,18.36865857
2020,3,4,64,1.209798643,2.633648646,6.34,8.088625792,2.57132216,0.5,1.5,2.5,18.12937373
2020,3,5,65,0.31166318,3.312757323,6.27,8.049934896,2.581452514,0.5,1.5,2.5,17.77477796
2020,3,6,66,-1.065965159,3.384506906,6.07,8.042855177,2.591582868,0.5,1.5,2.5,17.58343732
2020,3,7,67,-4.54977325,3.84512651,5.41,8.069942531,2.601713222,0.5,1.5,2.5,17.15702867
2020,3,8,68,2.375961743,4.467710625,4.65,8.083310906,2.611843575,0.5,1.5,2.5,17.06082692
2020,3,9,69,6.001195659,5.512027573,4.38,8.096048688,2.621973929,0.5,1.5,2.5,16.99785423
2020,3,10,70,2.827644949,4.906004188,4.28,8.087699167,2.632104283,0.5,1.5,2.5,17.12341808
2020,3,11,71,-2.52108899,5.277455031,4.26,8.080748865,2.642234637,0.5,1.5,2.5,17.03509409
2020,3,12,72,-0.355487138,3.632612823,5.19,8.087622542,2.652364991,0.5,1.5,2.5,16.80423321
2020,3,13,73,2.619196694,1.216503635,6.13,8.099054344,2.662495345,0.5,1.5,2.5,16.72596869
2020,3,14,74,1.424538153,1.393509604,7.70,8.116885708,2.672625698,0.5,1.5,2.5,16.76186194
2020,3,15,75,-4.059670207,1.656833146,8.22,8.140867208,2.682756052,0.5,1.5,2.5,16.72116674
2020,3,16,76,-4.071129958,1.937438927,8.20,8.14311001,2.692886406,0.5,1.5,2.5,16.84825058
2020,3,17,77,1.357358193,2.052580635,8.33,8.136295958,2.70301676,0.5,1.5,2.5,16.95355892
2020,3,18,78,0.561583169,2.13384749,8.08,8.148152646,2.713147114,0.5,1.5,2.5,17.02554888
2020,3,19,79,2.31844574,2.210159448,8.12,8.171479313,2.723277467,0.5,1.5,2.5,17.19334946
2020,3,20,80,4.618460092,1.906141201,8.16,8.194956208,2.733407821,0.5,1.5,2.5,17.31009534
2020,3,21,81,-5.745713448,0.817654156,7.81,8.235074927,2.743538175,0.5,1.5,2.5,17.34093859
2020,3,22,82,-3.67884904,1.398548083,8.21,8.27242274,2.753668529,0.5,1.5,2.5,17.27612824
2020,3,23,83,-1.695171475,1.905125365,8.20,8.325439313,2.763798883,0.5,1.5,2.5,17.19807376
2020,3,24,84,1.379133143,1.946939688,8.62,8.385827917,2.773929236,0.5,1.5,2.5,17.07007183
2020,3,25,85,1.532283815,2.334458635,8.78,8.443807323,2.78405959,0.5,1.5,2.5,16.91932045
2020,3,26,86,4.155105165,2.372496198,8.35,8.492548906,2.794189944,0.5,1.5,2.5,17.02543416
2020,3,27,87,2.857578998,2.123381833,8.10,8.549804354,2.804320298,0.5,1.5,2.5,17.17351267
2020,3,28,88,1.662031488,3.042563052,7.93,8.616794042,2.814450652,0.5,1.5,2.5,17.26988606
2020,3,29,89,4.231033938,2.945773115,9.26,8.67464524,2.824581006,0.5,1.5,2.5,17.36768246
2020,3,30,90,5.914376688,3.310373667,7.65,8.646384198,2.834711359,0.5,1.5,2.5,17.34657419
2020,3,31,91,2.540498916,3.805602292,4.44,8.452584042,2.844841713,0.5,1.5,2.5,17.30167044
2020,4,1,92,3.814185963,3.87931126,4.66,8.392773823,2.854972067,0.5,1.5,2.5,17.36961304
2020,4,2,93,5.835010849,4.079386917,4.90,8.35035775,2.865102421,0.5,1.5,2.5,17.4812539
2020,4,3,94,6.478528604,5.388742333,4.95,8.305787458,2.875232775,0.5,1.5,2.5,17.70573672
2020,4,4,95,10.527114,9.251394177,4.97,8.246114604,2.885363128,0.5,1.5,2.5,17.69478324
2020,4,5,96,7.166426233,10.65893075,5.10,8.191216844,2.895493482,0.5,1.5,2.5,17.62438378
2020,4,6,97,6.505264379,10.5829651,5.36,8.148428802,2.905623836,0.5,1.5,2.5,17.54285983
2020,4,7,98,6.712392863,10.01664048,5.76,8.109473844,2.91575419,0.5,1.5,2.5,17.53851194
2020,4,8,99,5.388205188,9.19030574,6.10,8.08362375,2.925884544,0.5,1.5,2.5,17.64013907
2020,4,9,100,3.97571752,7.995072031,6.31,8.066962406,2.936014898,0.5,1.5,2.5,17.76390869
2020,4,10,101,2.244501421,5.57185924,6.56,8.063105198,2.946145251,0.5,1.5,2.5,17.98434068
2020,4,11,102,2.429491915,5.325276344,6.67,8.055878969,2.956275605,0.5,1.5,2.5,17.9475468
2020,4,12,103,6.287787896,6.284893281,6.58,8.05214376,2.966405959,0.5,1.5,2.5,17.75035892
2020,4,13,104,9.50118849,8.124003448,6.63,8.057346979,2.976536313,0.5,1.5,2.5,18.01821744
2020,4,14,105,3.3253879,6.655627104,6.96,8.072064896,2.986666667,0.5,1.5,2.5,19.10567522
2020,4,15,106,0.31053235,7.332221604,6.87,8.092039031,2.99679702,0.5,1.5,2.5,19.72054938
2020,4,16,107,0.630166328,7.409060802,6.60,8.108174854,3.006927374,0.5,1.5,2.5,19.79845051
2020,4,17,108,2.381518176,7.221501688,6.55,8.120905625,3.017057728,0.5,1.5,2.5,19.53120229
2020,4,18,109,5.487921688,6.419292948,6.61,8.131956323,3.027188082,0.5,1.5,2.5,19.59955616
2020,4,19,110,4.250661916,7.298298813,6.76,8.151293979,3.037318436,0.5,1.5,2.5,19.52570198
2020,4,20,111,2.640167229,7.410084344,6.83,8.173943208,3.04744879,0.5,1.5,2.5,19.22870108
2020,4,21,112,1.627868913,7.424863729,6.68,8.18872701,3.057579143,0.5,1.5,2.5,19.37793769
2020,4,22,113,-1.212159288,7.265195,7.00,8.211927844,3.067709497,0.5,1.5,2.5,19.16343131
2020,4,23,114,1.824066118,6.671093635,6.92,8.227110656,3.077839851,0.5,1.5,2.5,19.01806994
2020,4,24,115,3.800965103,7.191913683,7.03,6.983340927,3.087970205,0.5,1.5,2.5,18.82674513
2020,4,25,116,8.030940958,8.934046738,9.50,9.048011788,3.093534789,0.5,1.5,2.5,18.86722547
2020,4,26,117,8.705911052,9.099798188,9.02,7.502053484,3.029090909,0.5,1.5,2.5,18.6282548
2020,4,27,118,9.274940852,10.71476559,11.35,11.18741766,2.941818182,0.5,1.5,2.5,18.20168881
2020,4,28,119,9.225286272,10.39637653,10.80,11.9903845,2.854545455,0.5,1.5,2.5,17.93875796
2020,4,29,120,11.24833434,11.90644918,12.01,11.23658207,2.767272727,0.5,1.5,2.5,17.62963206
2020,4,30,121,11.15421002,11.15734184,11.17,11.12623984,2.68,0.5,1.5,2.5,17.23727612
2020,5,1,122,10.40055497,10.75953205,10.64,10.40663799,2.592727273,0.5,1.5,2.5,17.01805049
2020,5,2,123,12.79097814,12.98911061,14.34,13.91656315,2.505454545,0.5,1.5,2.491818182,16.84309325
2020,5,3,124,14.39105998,14.77241643,15.51,14.86605596,2.418181818,0.5,1.5,2.418181818,16.48075
2020,5,4,125,7.242471146,7.812161518,7.98,8.367674117,2.330909091,0.5,1.5,2.330909091,16.388
2020,5,5,126,6.305442541,6.746904867,8.06,9.639589701,2.243636364,0.5,1.5,2.243636364,16.31025
2020,5,6,127,9.67831902,10.10955021,11.04,11.96303252,2.156363636,0.5,1.5,2.156363636,16.39575
2020,5,7,128,8.202257631,7.705001097,8.86,9.449131642,2.069090909,0.5,1.5,2.069090909,16.294
2020,5,8,129,2.632705066,2.922148015,3.53,4.389094881,1.981818182,0.5,1.5,1.981818182,15.99184982
2020,5,9,130,1.968098258,2.274427378,2.75,2.472001003,1.904026989,0.5,1.5,1.904026989,15.99688199
2020,5,10,131,6.613243054,7.094325799,8.82,8.086069301,1.871747159,0.5,1.5,1.871747159,15.88402331
2020,5,11,132,6.237000943,6.717660026,8.46,8.368735472,1.84515625,0.5,1.5,1.84515625,15.65823589
2020,5,12,133,5.169978801,4.821643133,7.46,7.306445718,1.818565341,0.5,1.5,1.818565341,15.4319677
2020,5,13,134,7.801442277,7.819972043,9.04,9.787532149,1.791974432,0.5,1.5,1.791974432,14.84638104
2020,5,14,135,12.58030777,12.21844643,14.73,13.7173871,1.765383523,0.5,1.5,1.765383523,14.83387535
2020,5,15,136,11.80815982,12.16516919,12.89,12.90316323,1.738792614,0.5,1.5,1.738792614,14.62786727
2020,5,16,137,13.44215065,14.09933635,13.05,14.16420082,1.712201705,0.5,1.5,1.712201705,14.7450547
2020,5,17,138,14.88760055,16.53806864,14.14,15.04792132,1.685610795,0.5,1.5,1.685610795,14.83638173
2020,5,18,139,16.53211594,18.89327909,15.66,17.00683854,1.659019886,0.5,1.5,1.659019886,14.85270103
2020,5,19,140,14.96640993,16.31220709,14.47,14.92064101,1.632428977,0.5,1.5,1.632428977,14.37960202
2020,5,20,141,18.15812038,18.9229443,17.98,18.19446851,1.605838068,0.5,1.5,1.605838068,14.36522961
2020,5,21,142,17.9947044,17.20085633,17.27,16.27442716,1.579247159,0.5,1.5,1.579247159,14.21389293
2020,5,22,143,21.34241905,21.08047986,19.65,19.76740234,1.55265625,0.5,1.5,1.55265625,14.02836778
2020,5,23,144,19.73701677,22.09712122,19.98,20.70364927,1.526065341,0.5,1.5,1.526065341,13.9508786
2020,5,24,145,21.3267501,22.85008895,23.08,22.6846476,1.499474432,0.5,1.496413352,1.499474432,13.91270833
2020,5,25,146,20.11157813,20.02966542,19.63,19.90975052,1.472883523,0.5,1.472883523,1.472883523,13.82708333
2020,5,26,147,25.95633906,26.08081448,24.92,24.81753083,1.446292614,0.5,1.446292614,1.446292614,13.86833333
2020,5,27,148,28.18993635,28.85359177,27.86,28.00361719,1.419701705,0.5,1.419701705,1.419701705,13.994375
2020,5,28,149,23.8150724,23.90321229,24.61,24.41792875,1.393110795,0.5,1.393110795,1.393110795,13.89604167
2020,5,29,150,22.82296865,23.08635385,22.22,22.74196229,1.366519886,0.5,1.366519886,1.366519886,13.94604167
2020,5,30,151,14.62080535,14.80034744,16.75,16.56624969,1.339928977,0.5,1.339928977,1.339928977,13.96875
2020,5,31,152,9.605011948,10.08029876,12.03,12.32666055,1.313338068,0.5,1.313338068,1.313338068,14.05020833
2020,6,1,153,12.29826143,12.35710495,14.12,14.21223183,1.286747159,0.5,1.286747159,1.286747159,14.1
2020,6,2,154,13.24785594,13.66421706,15.29,15.97580615,1.26015625,0.5,1.26015625,1.26015625,14.07708333
2020,6,3,155,16.25938896,16.66755018,17.16,18.18659135,1.233565341,0.5,1.233565341,1.233565341,13.11501984
2020,6,4,156,20.42450272,16.24125137,16.92,15.32074478,1.206974432,0.5,1.206974432,1.206974432,12.76289683
2020,6,5,157,22.92808833,18.43324708,16.23,14.45135104,1.180383523,0.5,1.180383523,1.180383523,13.48583333
2020,6,6,158,19.20464438,18.59110969,17.39,14.95315667,1.153792614,0.5,1.153792614,1.153792614,13.29708333
2020,6,7,159,17.53968593,18.03986396,17.43,15.00269104,1.127201705,0.5,1.127201705,1.127201705,12.66166667
2020,6,8,160,19.15754951,18.31126219,17.74,15.46901365,1.100610795,0.5,1.100610795,1.100610795,12.85604167
2020,6,9,161,19.62840042,17.74521344,17.85,15.33095594,1.074019886,0.5,1.074019886,1.074019886,14.76416667
2020,6,10,162,21.66341521,17.92424875,17.79,15.33866271,1.047428977,0.5,1.047428977,1.047428977,14.75791667
2020,6,11,163,20.73842719,18.8065651,18.26,15.73116083,1.020838068,0.5,1.020838068,1.020838068,14.59333333
2020,6,12,164,15.57086919,18.0810276,18.04,15.98942729,0.994247159,0.5,0.994247159,0.994247159,13.92079365
2020,6,13,165,11.75814279,17.75164188,17.55,16.13041865,0.96765625,0.5,0.96765625,0.96765625,12.88210037
2020,6,14,166,15.5650869,17.72444479,17.36,16.00821365,0.941065341,0.5,0.941065341,0.941065341,12.39519031
2020,6,15,167,18.44281285,17.04586771,17.22,16.00577031,0.914474432,0.5,0.914474432,0.914474432,12.0880811
2020,6,16,168,21.25290569,17.40492854,17.28,15.9436525,0.887883523,0.5,0.887883523,0.887883523,11.82801908
2020,6,17,169,23.23503767,18.50874094,17.55,15.9362151,0.861292614,0.5,0.861292614,0.861292614,11.00726998
2020,6,18,170,24.99791146,17.94727667,17.76,16.13683813,0.834701705,0.5,0.834701705,0.834701705,11.32257112
2020,6,19,171,26.21525865,18.46043083,18.20,16.33198833,0.808110795,0.5,0.808110795,0.808110795,11.45283293
2020,6,20,172,26.96685792,18.91872615,18.74,16.25980625,0.781519886,0.5,0.781519886,0.781519886,11.21197859
2020,6,21,173,27.1478476,19.27102292,19.10,16.21541646,0.754928977,0.5,0.754928977,0.754928977,9.880314272
2020,6,22,174,25.6898775,19.41455688,19.33,16.49482229,0.735302344,0.5,0.735302344,0.735302344,9.445485416
2020,6,23,175,25.55888917,19.64893573,19.50,16.88576417,0.749104235,0.5,0.749104235,0.749104235,11.11078631
