Year,Month,Day,DOY,temp.s,temp.up,temp.m,temp.b,Depth,depth0.5,depth1.5,depth2.5,temp.avg
2020,6,24,176,19.69833635,19.88723875,19.75,17.21225708,0.767084691,0.5,0.767084691,0.767084691,11.22550761
2020,6,25,177,19.84895,19.54722292,19.57,17.31459583,0.785065147,0.5,0.785065147,0.785065147,10.71224657
2020,6,26,178,21.19495,19.42248521,19.38,17.44147729,0.804169381,0.5,0.804169381,0.804169381,10.66225985
2020,6,27,179,20.0450751,19.47905354,19.31,17.54967969,0.823273616,0.5,0.823273616,0.823273616,10.87987015
2020,6,28,180,21.82388781,19.47258573,19.61,17.75127531,0.841254072,0.5,0.841254072,0.841254072,10.96707401
2020,6,29,181,23.01975635,20.24036094,20.15,17.89545198,0.859234528,0.5,0.859234528,0.859234528,10.50914344
2020,6,30,182,22.29531781,20.24394844,20.28,18.12088208,0.877214984,0.5,0.877214984,0.877214984,10.21821069
2020,7,1,183,25.50384042,21.21717406,20.80,18.59288615,0.89519544,0.5,0.89519544,0.89519544,9.557114924
2020,7,2,184,24.39019177,21.37845406,21.26,19.08061615,0.913175896,0.5,0.913175896,0.913175896,9.503083907
2020,7,3,185,26.84293531,21.57159635,21.54,19.4118599,0.931156352,0.5,0.931156352,0.931156352,10.65850275
2020,7,4,186,25.07158292,21.51971448,21.64,19.62478677,0.949136808,0.5,0.949136808,0.949136808,11.47097983
2020,7,5,187,24.24111052,21.30495531,21.44,19.44670802,0.967117264,0.5,0.967117264,0.967117264,11.78515199
2020,7,6,188,24.81206177,20.90396802,21.24,19.28740031,0.98509772,0.5,0.98509772,0.98509772,10.94801921
2020,7,7,189,26.6518451,20.76689198,20.98,19.11434771,1.003078176,0.5,1.003078176,1.003078176,10.79583333
2020,7,8,190,29.2673449,20.88782646,20.91,19.00225719,1.021058632,0.5,1.021058632,1.021058632,12.30416667
2020,7,9,191,29.5388126,21.08979802,21.04,19.112035,1.039039088,0.5,1.039039088,1.039039088,12.62645833
2020,7,10,192,29.83624375,21.48794417,21.40,19.27060844,1.057019544,0.5,1.057019544,1.057019544,12.98770833
2020,7,11,193,23.77226688,21.83455427,21.73,19.35646917,1.075,0.5,1.075,1.075,12.94208333
2020,7,12,194,23.16021208,21.87211781,21.87,19.5268126,1.092980456,0.5,1.092980456,1.092980456,12.51291667
2020,7,13,195,23.50273875,22.04141448,22.03,19.84704667,1.110960912,0.5,1.110960912,1.110960912,11.28833333
2020,7,14,196,24.21626573,22.07601646,22.13,20.09118729,1.128941368,0.5,1.128941368,1.128941368,10.946875
2020,7,15,197,23.21675542,22.152035,22.18,20.22625021,1.146921824,0.5,1.146921824,1.146921824,11.353125
2020,7,16,198,22.98735573,22.11363302,22.17,20.3368774,1.16490228,0.5,1.16490228,1.16490228,11.85875
2020,7,17,199,25.69577135,22.23098219,22.15,20.37824031,1.182882736,0.5,1.182882736,1.182882736,11.38479167
2020,7,18,200,26.60266021,22.63351177,22.45,20.50822167,1.200863192,0.5,1.200863192,1.200863192,11.3775
2020,7,19,201,25.67663938,22.61450604,22.60,20.7120326,1.218843648,0.5,1.218843648,1.218843648,10.34375
2020,7,20,202,24.93676948,22.87554656,22.85,20.8101175,1.236824104,0.5,1.236824104,1.236824104,12.18229167
2020,7,21,203,22.92026479,22.81677042,22.78,20.93502563,1.25480456,0.5,1.25480456,1.25480456,12.38041667
2020,7,22,204,20.12521365,22.69015302,22.64,21.04085302,1.272785016,0.5,1.272785016,1.272785016,10.11604167
2020,7,23,205,22.04441135,22.37648813,22.44,21.21398177,1.290765472,0.5,1.290765472,1.290765472,8.30625
2020,7,24,206,24.48627198,22.28980063,22.31,21.18715427,1.308745928,0.5,1.308745928,1.308745928,7.967083333
2020,7,25,207,25.03021708,22.24074698,22.30,21.28515438,1.326726384,0.5,1.326726384,1.326726384,6.887708333
2020,7,26,208,28.20560969,22.45382281,22.45,21.24625094,1.34470684,0.5,1.34470684,1.34470684,6.671041667
2020,7,27,209,27.73636354,22.54061917,22.53,21.21098177,1.362687296,0.5,1.362687296,1.362687296,7.0125
2020,7,28,210,26.05394719,22.88651281,22.90,21.39871542,1.380667752,0.5,1.380667752,1.380667752,7.689166667
2020,7,29,211,21.87758667,22.95264021,22.98,21.45278708,1.398648208,0.5,1.398648208,1.398648208,6.287291667
2020,7,30,212,20.95472104,22.78591031,22.80,21.44420344,1.416628664,0.5,1.416628664,1.416628664,5.82125
2020,7,31,213,22.99408885,22.67102802,22.69,21.48703396,1.434609121,0.5,1.434609121,1.434609121,5.740625
2020,8,1,214,24.66630677,22.67306094,22.70,21.49387281,1.452589577,0.5,1.452589577,1.452589577,5.475208333
2020,8,2,215,20.6665725,22.68649094,22.72,21.60063052,1.470570033,0.5,1.470570033,1.470570033,5.360625
2020,8,3,216,21.5072625,22.60389948,22.64,21.51025125,1.488550489,0.5,1.488550489,1.488550489,5.56375
2020,8,4,217,19.14691635,22.58989417,22.63,21.47486313,1.506530945,0.5,1.499833062,1.506530945,5.752408584
2020,8,5,218,19.02127417,22.39455792,22.44,21.46779427,1.524511401,0.5,1.5,1.524511401,5.424827793
2020,8,6,219,19.88941688,22.28254719,22.34,21.54847646,1.542491857,0.5,1.5,1.542491857,5.877925438
2020,8,7,220,21.25870052,22.20346208,22.33,21.51737,1.560472313,0.5,1.5,1.560472313,6.186581982
2020,8,8,221,23.02572792,22.201345,22.26,21.48735292,1.578452769,0.5,1.5,1.578452769,6.352456501
2020,8,9,222,20.52767667,22.08952615,22.14,21.44283969,1.596433225,0.5,1.5,1.596433225,6.161303556
2020,8,10,223,22.93943385,22.07861854,22.13,21.3764651,1.614413681,0.5,1.5,1.614413681,6.032844454
2020,8,11,224,24.11542115,22.163225,22.20,21.3945275,1.632394137,0.5,1.5,1.632394137,5.456112941
2020,8,12,225,24.52055667,22.29857781,22.28,21.43429594,1.650374593,0.5,1.5,1.650374593,5.374274471
2020,8,13,226,25.0092451,22.30875563,22.33,21.5094325,1.668355049,0.5,1.5,1.668355049,5.513431869
2020,8,14,227,22.47942531,22.27765188,22.31,21.52325771,1.686335505,0.5,1.5,1.686335505,5.710877126
2020,8,15,228,22.78409458,22.260995,22.30,21.58471885,1.704315961,0.5,1.5,1.704315961,5.702566127
2020,8,16,229,21.77703792,22.24780729,22.28,21.60004813,1.722296417,0.5,1.5,1.722296417,5.716402447
2020,8,17,230,21.10676594,22.25628354,22.28,21.62162177,1.740276873,0.5,1.5,1.740276873,5.933686552
2020,8,18,231,18.91481396,22.11129448,22.13,21.60645625,1.758257329,0.5,1.5,1.758257329,6.002874007
2020,8,19,232,17.3091974,21.9610701,22.04,21.56009542,1.776237785,0.5,1.5,1.776237785,6.163927786
2020,8,20,233,16.2758597,21.75727198,21.80,21.45697104,1.794218241,0.5,1.5,1.794218241,6.125579988
2020,8,21,234,20.79303417,21.65066198,21.68,21.33823958,1.812198697,0.5,1.5,1.812198697,6.134209933
2020,8,22,235,23.38082823,21.55486094,21.61,21.23249667,1.830179153,0.5,1.5,1.830179153,6.343619105
2020,8,23,236,24.92931188,21.5741374,21.63,21.23961604,1.848159609,0.5,1.5,1.848159609,6.546376555
2020,8,24,237,22.21364135,21.58420073,21.61,21.26332583,1.866140065,0.5,1.5,1.866140065,6.654321711
2020,8,25,238,20.29631635,21.55242042,21.57,21.22577938,1.884120521,0.5,1.5,1.884120521,6.133921081
2020,8,26,239,14.73269042,21.48399292,21.53,21.16028604,1.902100977,0.5,1.5,1.902100977,5.21445123
2020,8,27,240,12.86483098,21.2737301,21.33,21.10161208,1.920081433,0.5,1.5,1.920081433,4.396778078
2020,8,28,241,17.82408814,21.51096823,21.53,20.76618469,1.938061889,0.5,1.5,1.938061889,4.436739656
2020,8,29,242,15.36064313,21.32997885,21.41,20.93021042,1.956042345,0.5,1.5,1.956042345,4.457262286
2020,8,30,243,16.51149563,20.90188188,20.95,20.5394325,1.974022801,0.5,1.5,1.974022801,4.312985377
2020,8,31,244,16.58761402,21.01471708,21.00,20.45286115,1.992003257,0.5,1.5,1.992003257,4.852255317
2020,9,1,245,19.80570615,20.75910354,20.85,20.41622833,2.009983713,0.5,1.5,2.009983713,4.74925
2020,9,2,246,20.94922458,20.74657469,20.79,20.32451635,2.027964169,0.5,1.5,2.027964169,4.6745
2020,9,3,247,19.06968553,20.85430719,20.92,20.34034104,2.045944625,0.5,1.5,2.045944625,4.48075
2020,9,4,248,16.50633609,20.99861385,21.03,20.46683802,2.063925081,0.5,1.5,2.063925081,4.5035
2020,9,5,249,14.62978928,20.80942885,20.84,20.26732708,2.081905537,0.5,1.5,2.081905537,3.895
2020,9,6,250,15.48576055,20.65541302,20.65,20.14126708,2.099885993,0.5,1.5,2.099885993,3.93825
2020,9,7,251,18.02557594,20.30979031,20.37,20.00495052,2.11786645,0.5,1.5,2.11786645,3.4905
2020,9,8,252,14.46322157,20.10895938,20.18,19.87819802,2.135846906,0.5,1.5,2.135846906,2.8675
2020,9,9,253,14.23176417,19.83167531,19.90,19.70772552,2.153827362,0.5,1.5,2.153827362,2.7195
2020,9,10,254,13.2516633,19.60065177,19.66,19.52268354,2.171807818,0.5,1.5,2.171807818,3.061
2020,9,11,255,13.69252755,19.3927525,19.44,19.3372551,2.189788274,0.5,1.5,2.189788274,3.3145
2020,9,12,256,13.15319988,19.25907323,19.31,19.19921354,2.20776873,0.5,1.5,2.20776873,2.80275
2020,9,13,257,16.72079792,19.15115979,19.20,19.08212156,2.225749186,0.5,1.5,2.225749186,3.3755
2020,9,14,258,12.58630774,18.99608042,19.06,18.9675399,2.243729642,0.5,1.5,2.243729642,2.93575
2020,9,15,259,9.548037261,18.71837802,18.78,18.80993625,2.261710098,0.5,1.5,2.261710098,3.26825
2020,9,16,260,17.14673747,18.59016406,18.63,18.63982021,2.279690554,0.5,1.5,2.279690554,3.10925
2020,9,17,261,13.9330215,18.56635885,18.61,18.5378776,2.29767101,0.5,1.5,2.29767101,2.42425
2020,9,18,262,7.735193866,18.40075792,18.47,18.46777823,2.315651466,0.5,1.5,2.315651466,3.00725
2020,9,19,263,8.337216862,18.07661583,18.14,18.30193885,2.333631922,0.5,1.5,2.333631922,3.45
2020,9,20,264,10.58236856,17.82237896,17.87,18.11017802,2.351612378,0.5,1.5,2.351612378,3.17275
2020,9,21,265,9.332649203,17.57679292,17.64,17.92543188,2.369592834,0.5,1.5,2.369592834,3.0665
2020,9,22,266,11.65452995,17.33870667,17.42,17.74582948,2.38757329,0.5,1.5,2.38757329,2.9465
2020,9,23,267,15.78502648,17.30462802,17.35,17.58188594,2.405553746,0.5,1.5,2.405553746,3.331
2020,9,24,268,14.01073148,17.32241469,17.38,17.50486135,2.423534202,0.5,1.5,2.423534202,3.3195
2020,9,25,269,14.51675948,17.31215583,17.35,17.45490708,2.441514658,0.5,1.5,2.441514658,3.70575
2020,9,26,270,16.81733497,17.29309323,17.33,17.4111901,2.459495114,0.5,1.5,2.459495114,3.76025
2020,9,27,271,19.66816094,17.43301813,17.46,17.39737125,2.47747557,0.5,1.5,2.47747557,3.75725
2020,9,28,272,20.83190698,17.59333396,17.60,17.44103677,2.495456026,0.5,1.5,2.494906352,2.95225
2020,9,29,273,17.71162281,17.74173792,17.78,17.52369156,2.513436482,0.5,1.5,2.5,2.604112871
2020,9,30,274,12.40083533,17.70930438,17.75,17.55929708,2.531416938,0.5,1.5,2.5,2.850547557
2020,10,1,275,12.11428938,17.53477229,17.59,17.51063115,2.549397394,0.5,1.5,2.5,1.536117504
2020,10,2,276,8.604992479,17.37009917,17.42,17.44024063,2.56737785,0.5,1.5,2.5,1.291158667
2020,10,3,277,7.156680219,17.12550979,17.18,17.29975,2.585358306,0.5,1.5,2.5,1.150099006
2020,10,4,278,9.232698573,16.87585146,16.95,17.14739698,2.603338762,0.5,1.5,2.5,1.001653555
2020,10,5,279,9.613408792,16.74450885,16.80,16.99615719,2.621319218,0.5,1.5,2.5,1.596364873
2020,10,6,280,10.90612159,16.53404563,16.59,16.86199083,2.639299674,0.5,1.5,2.5,1.249605121
2020,10,7,281,11.83888838,16.39021344,16.45,16.72574688,2.65728013,0.5,1.5,2.5,2.24505782
2020,10,8,282,6.163266558,16.13200708,16.21,16.59570635,2.675260586,0.5,1.5,2.5,2.114901841
2020,10,9,283,7.185411136,15.80636563,15.88,16.39513094,2.693241042,0.5,1.5,2.5,1.664342893
2020,10,10,284,16.76494249,15.67847094,15.73,16.20932531,2.711221498,0.5,1.5,2.5,1.748597291
2020,10,11,285,6.644592554,15.58316677,15.64,16.08884583,2.729201954,0.5,1.5,2.5,2.775371674
2020,10,12,286,7.561717345,15.4163574,15.48,15.9709701,2.74718241,0.5,1.5,2.5,2.365762952
2020,10,13,287,10.12329968,15.27696438,15.34,15.83515135,2.765162866,0.5,1.5,2.5,2.383861578
2020,10,14,288,9.416923323,15.30355531,15.39,15.75319573,2.783143322,0.5,1.5,2.5,2.187144461
2020,10,15,289,11.38589706,13.35553126,13.68,13.61465125,2.79303416,0.5,1.5,2.5,1.418790168
2020,10,16,290,8.041258933,8.100028556,9.09,8.44061993,2.764094828,0.5,1.5,2.5,0.800296521
2020,10,17,291,5.857822239,3.395214431,4.27,3.495342904,2.730301724,0.5,1.5,2.5,0.780467119
2020,10,18,292,8.844629115,6.471208801,7.51,6.706213312,2.696508621,0.5,1.5,2.5,0.710176833
2020,10,19,293,7.485395719,7.681394365,8.00,7.853906354,2.662715517,0.5,1.5,2.5,0.719244739
2020,10,20,294,6.536928927,6.178537646,6.70,6.422145635,2.628922414,0.5,1.5,2.5,0.767029787
2020,10,21,295,7.701913542,7.229078042,7.41,7.240040583,2.59512931,0.5,1.5,2.5,0.657402462
2020,10,22,296,8.721343917,8.039924613,8.69,8.180480885,2.561336207,0.5,1.5,2.5,0.348254485
2020,10,23,297,16.09359007,13.8781611,12.61,12.61160629,2.527543103,0.5,1.5,2.5,0.655920079
2020,10,24,298,8.132676833,14.53476958,14.84,14.82175521,2.49375,0.5,1.5,2.492133621,0.80475
2020,10,25,299,2.81019529,12.62610365,14.91,14.88955708,2.459956897,0.5,1.5,2.459956897,0.97
2020,10,26,300,2.179521159,12.50412542,13.86,13.81826833,2.426163793,0.5,1.5,2.426163793,1.23375
2020,10,27,301,1.659688915,10.87434209,13.79,13.90018427,2.39237069,0.5,1.5,2.39237069,2.09575
2020,10,28,302,4.129824618,12.01784063,13.46,13.46674135,2.358577586,0.5,1.5,2.358577586,2.51675
2020,10,29,303,4.43936649,12.1893201,13.32,13.31590302,2.324784483,0.5,1.5,2.324784483,2.67775
2020,10,30,304,0.135742241,10.53108342,13.10,13.19105469,NA,NA,NA,NA,NA
2020,10,31,305,-0.104065095,10.40406263,12.76,12.79721938,NA,NA,NA,NA,NA
2020,11,1,306,3.598707182,11.21624146,12.75,12.68113177,NA,NA,NA,NA,NA
2020,11,2,307,-0.110091605,10.5519548,13.46,12.70705656,NA,NA,NA,NA,NA
2020,11,3,308,-1.262980983,10.08450052,13.75,12.81138271,NA,NA,NA,NA,NA
2020,11,4,309,4.446043982,10.36616807,13.89,12.94817063,NA,NA,NA,NA,NA
2020,11,5,310,10.91949728,11.55527521,13.56,12.704315,NA,NA,NA,NA,NA
2020,11,6,311,11.9558787,12.63949125,12.95,12.73278479,NA,NA,NA,NA,NA
2020,11,7,312,12.68465682,13.436545,13.23,12.87590208,NA,NA,NA,NA,NA
2020,11,8,313,12.63510439,13.79550115,13.33,13.20224833,NA,NA,NA,NA,NA
2020,11,9,314,12.56299955,14.13863906,13.85,13.47283292,NA,NA,NA,NA,NA
2020,11,10,315,14.00736097,14.38236208,13.71,13.5774526,NA,NA,NA,NA,NA
2020,11,11,316,15.20548064,15.35383156,14.81,14.99458365,NA,NA,NA,NA,NA
2020,11,12,317,3.376154133,14.95737552,14.71,15.00869354,NA,NA,NA,NA,NA
2020,11,13,318,1.178220547,14.11234396,14.80,14.75278292,NA,NA,NA,NA,NA
2020,11,14,319,1.889217763,12.97054757,14.38,14.33740594,NA,NA,NA,NA,NA
2020,11,15,320,1.617132166,11.8601369,13.19,13.26010917,NA,NA,NA,NA,NA
2020,11,16,321,4.73554125,11.66252909,12.06,13.40883073,NA,NA,NA,NA,NA
2020,11,17,322,-1.032401224,11.19403831,12.57,13.26218583,NA,NA,NA,NA,NA
2020,11,18,323,-5.717572615,9.429687469,12.78,13.06056083,NA,NA,NA,NA,NA
2020,11,19,324,1.219475136,8.024660552,12.61,12.86443927,NA,NA,NA,NA,NA
2020,11,20,325,8.886341708,9.695699594,12.15,12.58997302,NA,NA,NA,NA,NA
2020,11,21,326,3.537621888,10.07560779,12.34,12.6230025,NA,NA,NA,NA,NA
2020,11,22,327,-1.917853637,10.34013592,12.53,12.76097146,NA,NA,NA,NA,NA
2020,11,23,328,-0.646035206,10.13914475,12.48,12.49788094,NA,NA,NA,NA,NA
2020,11,24,329,-3.720597928,9.347409365,12.13,12.35447938,NA,NA,NA,NA,NA
2020,11,25,330,-3.449071927,7.714854281,12.12,12.35412146,NA,NA,NA,NA,NA
2020,11,26,331,1.101627216,7.63394525,11.46,11.92742052,NA,NA,NA,NA,NA
2020,11,27,332,2.528918292,9.742003271,10.67,11.75067573,NA,NA,NA,NA,NA
2020,11,28,333,2.592769126,9.079490844,10.85,11.75010135,NA,NA,NA,NA,NA
2020,11,29,334,3.77131299,9.799863438,10.71,11.68150167,NA,NA,NA,NA,NA
2020,11,30,335,2.32575815,9.707761583,10.44,11.58011042,NA,NA,NA,NA,NA
2020,12,1,336,3.842597365,10.14822974,10.93,11.59321375,NA,NA,NA,NA,NA
2020,12,2,337,-1.082248736,10.13416353,11.37,11.74811146,NA,NA,NA,NA,NA
2020,12,3,338,-0.05924123,9.59444101,10.42,11.39134167,NA,NA,NA,NA,NA
2020,12,4,339,1.671640765,9.295619688,10.43,11.26103063,NA,NA,NA,NA,NA
2020,12,5,340,-0.712640061,8.974261094,10.71,11.43687365,NA,NA,NA,NA,NA
2020,12,6,341,-3.489416122,8.502017917,11.12,11.4906625,NA,NA,NA,NA,NA
2020,12,7,342,-4.288608949,9.25063324,10.75,11.32219583,NA,NA,NA,NA,NA
2020,12,8,343,-5.951089302,9.465382854,11.12,11.3827626,NA,NA,NA,NA,NA
2020,12,9,344,-1.271407357,8.68334199,10.11,10.98852323,NA,NA,NA,NA,NA
2020,12,10,345,0.230142126,7.235391833,9.79,10.97767,NA,NA,NA,NA,NA
2020,12,11,346,1.973697687,7.333586208,9.37,10.94767865,NA,NA,NA,NA,NA
2020,12,12,347,0.811150055,8.13905701,9.48,10.78851979,NA,NA,NA,NA,NA
2020,12,13,348,0.479823486,7.993168979,9.11,10.64270115,NA,NA,NA,NA,NA
2020,12,14,349,-2.903364698,8.058521333,10.04,10.82952219,NA,NA,NA,NA,NA
2020,12,15,350,-9.679321125,7.505663729,10.26,10.8788925,NA,NA,NA,NA,NA
2020,12,16,351,-14.0803225,6.42649074,10.48,10.77769406,NA,NA,NA,NA,NA
2020,12,17,352,-9.986591552,8.447000771,9.94,10.51805344,NA,NA,NA,NA,NA
2020,12,18,353,-10.05141307,7.314528677,8.79,10.6904449,NA,NA,NA,NA,NA
2020,12,19,354,-7.623017542,8.144775198,9.85,10.54145135,NA,NA,NA,NA,NA
2020,12,20,355,-1.533647798,5.918088729,10.06,10.43297146,NA,NA,NA,NA,NA
2020,12,21,356,1.168954429,2.856431583,10.08,10.43609438,NA,NA,NA,NA,NA
2020,12,22,357,-1.514998447,1.970396188,10.61,10.62555625,NA,NA,NA,NA,NA
2020,12,23,358,-6.444788031,4.212164865,11.68,10.46623208,NA,NA,NA,NA,NA
2020,12,24,359,3.502601315,3.413263719,10.63,10.52533323,NA,NA,NA,NA,NA
2020,12,25,360,2.548586178,4.384864646,10.12,10.70131229,NA,NA,NA,NA,NA
2020,12,26,361,-5.559637229,6.363193188,10.85,10.73297427,NA,NA,NA,NA,NA
2020,12,27,362,-5.612469375,7.942069031,10.74,10.80596979,NA,NA,NA,NA,NA
2020,12,28,363,-0.906283573,9.443335635,9.41,10.43459417,NA,NA,NA,NA,NA
2020,12,29,364,-8.144690927,8.712914344,9.28,10.03992985,NA,NA,NA,NA,NA
2020,12,30,365,-4.733300368,8.2813905,9.75,10.04974881,NA,NA,NA,NA,NA
2020,12,31,366,-0.458396168,8.963877,9.48,9.616561469,,,,,
